pickup_hour,trip_distance,passenger_count,trip_volume,year,month,day,hour,dayofweek,is_weekend,lag_24,lag_168,lag_8760
2023-01-01 00:00:00,17856.42,2,5336,2023,1,1,0,6,1,5073.0,5084.5,4932.5
2023-01-01 01:00:00,18699.87,2,5752,2023,1,1,1,6,1,5073.0,5084.5,4932.5
2023-01-01 02:00:00,17125.05,2,5097,2023,1,1,2,6,1,5073.0,5084.5,4932.5
2023-01-01 03:00:00,13840.05,1,3952,2023,1,1,3,6,1,5073.0,5084.5,4932.5
2023-01-01 04:00:00,9598.79,1,2501,2023,1,1,4,6,1,5073.0,5084.5,4932.5
2023-01-01 05:00:00,5408.85,1,1097,2023,1,1,5,6,1,5073.0,5084.5,4932.5
2023-01-01 06:00:00,5621.87,1,908,2023,1,1,6,6,1,5073.0,5084.5,4932.5
2023-01-01 07:00:00,6389.43,1,1021,2023,1,1,7,6,1,5073.0,5084.5,4932.5
2023-01-01 08:00:00,6723.81,1,1147,2023,1,1,8,6,1,5073.0,5084.5,4932.5
2023-01-01 09:00:00,7450.59,1,1650,2023,1,1,9,6,1,5073.0,5084.5,4932.5
2023-01-01 10:00:00,12757.0,2,2698,2023,1,1,10,6,1,5073.0,5084.5,4932.5
2023-01-01 11:00:00,13582.28,2,3354,2023,1,1,11,6,1,5073.0,5084.5,4932.5
2023-01-01 12:00:00,15828.56,2,3828,2023,1,1,12,6,1,5073.0,5084.5,4932.5
2023-01-01 13:00:00,16817.61,2,3998,2023,1,1,13,6,1,5073.0,5084.5,4932.5
2023-01-01 14:00:00,19843.22,2,4252,2023,1,1,14,6,1,5073.0,5084.5,4932.5
2023-01-01 15:00:00,19981.94,2,4326,2023,1,1,15,6,1,5073.0,5084.5,4932.5
2023-01-01 16:00:00,22408.43,2,4253,2023,1,1,16,6,1,5073.0,5084.5,4932.5
2023-01-01 17:00:00,18218.53,2,4099,2023,1,1,17,6,1,5073.0,5084.5,4932.5
2023-01-01 18:00:00,15794.68,2,3720,2023,1,1,18,6,1,5073.0,5084.5,4932.5
2023-01-01 19:00:00,77991.86,2,3442,2023,1,1,19,6,1,5073.0,5084.5,4932.5
2023-01-01 20:00:00,12785.84,2,2901,2023,1,1,20,6,1,5073.0,5084.5,4932.5
2023-01-01 21:00:00,12733.01,2,2778,2023,1,1,21,6,1,5073.0,5084.5,4932.5
2023-01-01 22:00:00,15312.24,2,2607,2023,1,1,22,6,1,5073.0,5084.5,4932.5
2023-01-01 23:00:00,12404.19,1,2035,2023,1,1,23,6,1,5073.0,5084.5,4932.5
2023-01-02 00:00:00,7191.46,1,1280,2023,1,2,0,0,0,5336.0,5084.5,4932.5
2023-01-02 01:00:00,3911.31,1,755,2023,1,2,1,0,0,5752.0,5084.5,4932.5
2023-01-02 02:00:00,1826.34,2,433,2023,1,2,2,0,0,5097.0,5084.5,4932.5
2023-01-02 03:00:00,2186.04,1,379,2023,1,2,3,0,0,3952.0,5084.5,4932.5
2023-01-02 04:00:00,2135.09,1,371,2023,1,2,4,0,0,2501.0,5084.5,4932.5
2023-01-02 05:00:00,3025.7,1,394,2023,1,2,5,0,0,1097.0,5084.5,4932.5
2023-01-02 06:00:00,6399.58,1,799,2023,1,2,6,0,0,908.0,5084.5,4932.5
2023-01-02 07:00:00,8393.56,1,1176,2023,1,2,7,0,0,1021.0,5084.5,4932.5
2023-01-02 08:00:00,7837.41,1,1540,2023,1,2,8,0,0,1147.0,5084.5,4932.5
2023-01-02 09:00:00,10956.35,1,2325,2023,1,2,9,0,0,1650.0,5084.5,4932.5
2023-01-02 10:00:00,13014.87,1,3134,2023,1,2,10,0,0,2698.0,5084.5,4932.5
2023-01-02 11:00:00,14543.02,2,3671,2023,1,2,11,0,0,3354.0,5084.5,4932.5
2023-01-02 12:00:00,15452.289999999999,2,4292,2023,1,2,12,0,0,3828.0,5084.5,4932.5
2023-01-02 13:00:00,18946.45,2,4816,2023,1,2,13,0,0,3998.0,5084.5,4932.5
2023-01-02 14:00:00,22928.22,2,5195,2023,1,2,14,0,0,4252.0,5084.5,4932.5
2023-01-02 15:00:00,22670.58,1,5286,2023,1,2,15,0,0,4326.0,5084.5,4932.5
2023-01-02 16:00:00,22007.33,2,5137,2023,1,2,16,0,0,4253.0,5084.5,4932.5
2023-01-02 17:00:00,20868.03,1,5075,2023,1,2,17,0,0,4099.0,5084.5,4932.5
2023-01-02 18:00:00,17260.69,1,4348,2023,1,2,18,0,0,3720.0,5084.5,4932.5
2023-01-02 19:00:00,17399.95,2,3915,2023,1,2,19,0,0,3442.0,5084.5,4932.5
2023-01-02 20:00:00,17342.67,2,3607,2023,1,2,20,0,0,2901.0,5084.5,4932.5
2023-01-02 21:00:00,15456.73,2,3268,2023,1,2,21,0,0,2778.0,5084.5,4932.5
2023-01-02 22:00:00,15379.15,1,2763,2023,1,2,22,0,0,2607.0,5084.5,4932.5
2023-01-02 23:00:00,11741.75,1,1818,2023,1,2,23,0,0,2035.0,5084.5,4932.5
2023-01-03 00:00:00,9556.47,1,1322,2023,1,3,0,1,0,1280.0,5084.5,4932.5
2023-01-03 01:00:00,6066.58,1,751,2023,1,3,1,1,0,755.0,5084.5,4932.5
2023-01-03 02:00:00,2543.69,1,392,2023,1,3,2,1,0,433.0,5084.5,4932.5
2023-01-03 03:00:00,2185.53,1,288,2023,1,3,3,1,0,379.0,5084.5,4932.5
2023-01-03 04:00:00,1846.04,2,255,2023,1,3,4,1,0,371.0,5084.5,4932.5
2023-01-03 05:00:00,3923.39,1,656,2023,1,3,5,1,0,394.0,5084.5,4932.5
2023-01-03 06:00:00,11126.33,1,1868,2023,1,3,6,1,0,799.0,5084.5,4932.5
2023-01-03 07:00:00,13827.26,1,3342,2023,1,3,7,1,0,1176.0,5084.5,4932.5
2023-01-03 08:00:00,17088.34,1,4431,2023,1,3,8,1,0,1540.0,5084.5,4932.5
2023-01-03 09:00:00,15603.64,1,4545,2023,1,3,9,1,0,2325.0,5084.5,4932.5
2023-01-03 10:00:00,16765.48,1,5332,2023,1,3,10,1,0,3134.0,5084.5,4932.5
2023-01-03 11:00:00,16202.57,1,5422,2023,1,3,11,1,0,3671.0,5084.5,4932.5
2023-01-03 12:00:00,15340.93,1,5145,2023,1,3,12,1,0,4292.0,5084.5,4932.5
2023-01-03 13:00:00,19100.3,1,5302,2023,1,3,13,1,0,4816.0,5084.5,4932.5
2023-01-03 14:00:00,22315.22,1,5628,2023,1,3,14,1,0,5195.0,5084.5,4932.5
2023-01-03 15:00:00,31417.71,1,5760,2023,1,3,15,1,0,5286.0,5084.5,4932.5
2023-01-03 16:00:00,22561.43,1,5677,2023,1,3,16,1,0,5137.0,5084.5,4932.5
2023-01-03 17:00:00,20924.48,1,6016,2023,1,3,17,1,0,5075.0,5084.5,4932.5
2023-01-03 18:00:00,19831.49,1,5908,2023,1,3,18,1,0,4348.0,5084.5,4932.5
2023-01-03 19:00:00,20625.99,1,5037,2023,1,3,19,1,0,3915.0,5084.5,4932.5
2023-01-03 20:00:00,16350.22,1,3848,2023,1,3,20,1,0,3607.0,5084.5,4932.5
2023-01-03 21:00:00,15495.14,1,3673,2023,1,3,21,1,0,3268.0,5084.5,4932.5
2023-01-03 22:00:00,13550.74,1,2878,2023,1,3,22,1,0,2763.0,5084.5,4932.5
2023-01-03 23:00:00,14267.41,1,2307,2023,1,3,23,1,0,1818.0,5084.5,4932.5
2023-01-04 00:00:00,11644.78,1,1558,2023,1,4,0,2,0,1322.0,5084.5,4932.5
2023-01-04 01:00:00,4032.83,1,670,2023,1,4,1,2,0,751.0,5084.5,4932.5
2023-01-04 02:00:00,2289.84,1,382,2023,1,4,2,2,0,392.0,5084.5,4932.5
2023-01-04 03:00:00,1284.72,1,242,2023,1,4,3,2,0,288.0,5084.5,4932.5
2023-01-04 04:00:00,1652.55,1,264,2023,1,4,4,2,0,255.0,5084.5,4932.5
2023-01-04 05:00:00,3417.97,1,610,2023,1,4,5,2,0,656.0,5084.5,4932.5
2023-01-04 06:00:00,6395.0,1,1602,2023,1,4,6,2,0,1868.0,5084.5,4932.5
2023-01-04 07:00:00,13130.33,1,3398,2023,1,4,7,2,0,3342.0,5084.5,4932.5
2023-01-04 08:00:00,12660.06,1,4387,2023,1,4,8,2,0,4431.0,5084.5,4932.5
2023-01-04 09:00:00,15089.17,1,4727,2023,1,4,9,2,0,4545.0,5084.5,4932.5
2023-01-04 10:00:00,16101.36,1,4764,2023,1,4,10,2,0,5332.0,5084.5,4932.5
2023-01-04 11:00:00,14013.02,1,4836,2023,1,4,11,2,0,5422.0,5084.5,4932.5
2023-01-04 12:00:00,15405.26,1,5222,2023,1,4,12,2,0,5145.0,5084.5,4932.5
2023-01-04 13:00:00,17974.06,1,5514,2023,1,4,13,2,0,5302.0,5084.5,4932.5
2023-01-04 14:00:00,22038.94,1,6047,2023,1,4,14,2,0,5628.0,5084.5,4932.5
2023-01-04 15:00:00,21596.25,1,6379,2023,1,4,15,2,0,5760.0,5084.5,4932.5
2023-01-04 16:00:00,23618.16,1,6996,2023,1,4,16,2,0,5677.0,5084.5,4932.5
2023-01-04 17:00:00,21376.36,1,6968,2023,1,4,17,2,0,6016.0,5084.5,4932.5
2023-01-04 18:00:00,23555.36,1,8130,2023,1,4,18,2,0,5908.0,5084.5,4932.5
2023-01-04 19:00:00,23964.85,1,6744,2023,1,4,19,2,0,5037.0,5084.5,4932.5
2023-01-04 20:00:00,17574.67,1,4652,2023,1,4,20,2,0,3848.0,5084.5,4932.5
2023-01-04 21:00:00,17437.3,1,4390,2023,1,4,21,2,0,3673.0,5084.5,4932.5
2023-01-04 22:00:00,14651.12,1,3769,2023,1,4,22,2,0,2878.0,5084.5,4932.5
2023-01-04 23:00:00,15324.0,1,2841,2023,1,4,23,2,0,2307.0,5084.5,4932.5
2023-01-05 00:00:00,10160.56,1,1736,2023,1,5,0,3,0,1558.0,5084.5,4932.5
2023-01-05 01:00:00,4182.37,1,800,2023,1,5,1,3,0,670.0,5084.5,4932.5
2023-01-05 02:00:00,2215.79,1,490,2023,1,5,2,3,0,382.0,5084.5,4932.5
2023-01-05 03:00:00,1683.16,1,318,2023,1,5,3,3,0,242.0,5084.5,4932.5
2023-01-05 04:00:00,2051.36,1,314,2023,1,5,4,3,0,264.0,5084.5,4932.5
2023-01-05 05:00:00,3233.11,1,575,2023,1,5,5,3,0,610.0,5084.5,4932.5
2023-01-05 06:00:00,11722.1,1,1697,2023,1,5,6,3,0,1602.0,5084.5,4932.5
2023-01-05 07:00:00,11662.25,1,3553,2023,1,5,7,3,0,3398.0,5084.5,4932.5
2023-01-05 08:00:00,14633.81,1,4567,2023,1,5,8,3,0,4387.0,5084.5,4932.5
2023-01-05 09:00:00,14353.83,1,5087,2023,1,5,9,3,0,4727.0,5084.5,4932.5
2023-01-05 10:00:00,15524.38,1,5021,2023,1,5,10,3,0,4764.0,5084.5,4932.5
2023-01-05 11:00:00,15936.43,1,5234,2023,1,5,11,3,0,4836.0,5084.5,4932.5
2023-01-05 12:00:00,15819.36,1,5628,2023,1,5,12,3,0,5222.0,5084.5,4932.5
2023-01-05 13:00:00,19492.1,1,5988,2023,1,5,13,3,0,5514.0,5084.5,4932.5
2023-01-05 14:00:00,23117.45,1,6449,2023,1,5,14,3,0,6047.0,5084.5,4932.5
2023-01-05 15:00:00,32395.399999999998,1,6694,2023,1,5,15,3,0,6379.0,5084.5,4932.5
2023-01-05 16:00:00,21969.09,1,6438,2023,1,5,16,3,0,6996.0,5084.5,4932.5
2023-01-05 17:00:00,22193.37,1,7303,2023,1,5,17,3,0,6968.0,5084.5,4932.5
2023-01-05 18:00:00,22746.8,1,7668,2023,1,5,18,3,0,8130.0,5084.5,4932.5
2023-01-05 19:00:00,20313.87,1,6320,2023,1,5,19,3,0,6744.0,5084.5,4932.5
2023-01-05 20:00:00,19963.89,1,5556,2023,1,5,20,3,0,4652.0,5084.5,4932.5
2023-01-05 21:00:00,19485.35,1,5447,2023,1,5,21,3,0,4390.0,5084.5,4932.5
2023-01-05 22:00:00,17000.36,1,4602,2023,1,5,22,3,0,3769.0,5084.5,4932.5
2023-01-05 23:00:00,15810.75,1,3578,2023,1,5,23,3,0,2841.0,5084.5,4932.5
2023-01-06 00:00:00,9452.82,1,2187,2023,1,6,0,4,0,1736.0,5084.5,4932.5
2023-01-06 01:00:00,4220.88,1,1128,2023,1,6,1,4,0,800.0,5084.5,4932.5
2023-01-06 02:00:00,1683.05,1,564,2023,1,6,2,4,0,490.0,5084.5,4932.5
2023-01-06 03:00:00,1558.53,1,347,2023,1,6,3,4,0,318.0,5084.5,4932.5
2023-01-06 04:00:00,5733.69,1,321,2023,1,6,4,4,0,314.0,5084.5,4932.5
2023-01-06 05:00:00,8032.19,1,642,2023,1,6,5,4,0,575.0,5084.5,4932.5
2023-01-06 06:00:00,6786.37,1,1472,2023,1,6,6,4,0,1697.0,5084.5,4932.5
2023-01-06 07:00:00,10545.55,1,3195,2023,1,6,7,4,0,3553.0,5084.5,4932.5
2023-01-06 08:00:00,11914.3,1,4109,2023,1,6,8,4,0,4567.0,5084.5,4932.5
2023-01-06 09:00:00,13399.42,1,4526,2023,1,6,9,4,0,5087.0,5084.5,4932.5
2023-01-06 10:00:00,14309.37,1,4809,2023,1,6,10,4,0,5021.0,5084.5,4932.5
2023-01-06 11:00:00,15167.99,1,4978,2023,1,6,11,4,0,5234.0,5084.5,4932.5
2023-01-06 12:00:00,15713.27,1,5191,2023,1,6,12,4,0,5628.0,5084.5,4932.5
2023-01-06 13:00:00,17575.05,1,5592,2023,1,6,13,4,0,5988.0,5084.5,4932.5
2023-01-06 14:00:00,22606.83,1,6663,2023,1,6,14,4,0,6449.0,5084.5,4932.5
2023-01-06 15:00:00,21353.06,1,6499,2023,1,6,15,4,0,6694.0,5084.5,4932.5
2023-01-06 16:00:00,21009.27,1,6318,2023,1,6,16,4,0,6438.0,5084.5,4932.5
2023-01-06 17:00:00,20973.38,1,7178,2023,1,6,17,4,0,7303.0,5084.5,4932.5
2023-01-06 18:00:00,19954.0,1,7240,2023,1,6,18,4,0,7668.0,5084.5,4932.5
2023-01-06 19:00:00,21265.81,1,6955,2023,1,6,19,4,0,6320.0,5084.5,4932.5
2023-01-06 20:00:00,17960.43,1,5519,2023,1,6,20,4,0,5556.0,5084.5,4932.5
2023-01-06 21:00:00,19247.12,1,5744,2023,1,6,21,4,0,5447.0,5084.5,4932.5
2023-01-06 22:00:00,22143.02,1,5947,2023,1,6,22,4,0,4602.0,5084.5,4932.5
2023-01-06 23:00:00,19334.99,1,5426,2023,1,6,23,4,0,3578.0,5084.5,4932.5
2023-01-07 00:00:00,13965.33,1,4719,2023,1,7,0,5,1,2187.0,5084.5,4932.5
2023-01-07 01:00:00,11129.67,1,3900,2023,1,7,1,5,1,1128.0,5084.5,4932.5
2023-01-07 02:00:00,8016.0,1,2773,2023,1,7,2,5,1,564.0,5084.5,4932.5
2023-01-07 03:00:00,5372.17,1,1685,2023,1,7,3,5,1,347.0,5084.5,4932.5
2023-01-07 04:00:00,3604.36,1,827,2023,1,7,4,5,1,321.0,5084.5,4932.5
2023-01-07 05:00:00,3215.99,1,497,2023,1,7,5,5,1,642.0,5084.5,4932.5
2023-01-07 06:00:00,5142.68,1,814,2023,1,7,6,5,1,1472.0,5084.5,4932.5
2023-01-07 07:00:00,7050.79,1,1436,2023,1,7,7,5,1,3195.0,5084.5,4932.5
2023-01-07 08:00:00,8464.29,1,2065,2023,1,7,8,5,1,4109.0,5084.5,4932.5
2023-01-07 09:00:00,9823.74,1,3165,2023,1,7,9,5,1,4526.0,5084.5,4932.5
2023-01-07 10:00:00,11975.44,1,4131,2023,1,7,10,5,1,4809.0,5084.5,4932.5
2023-01-07 11:00:00,13298.29,1,4923,2023,1,7,11,5,1,4978.0,5084.5,4932.5
2023-01-07 12:00:00,15687.76,1,5632,2023,1,7,12,5,1,5191.0,5084.5,4932.5
2023-01-07 13:00:00,18014.74,1,6102,2023,1,7,13,5,1,5592.0,5084.5,4932.5
2023-01-07 14:00:00,21588.44,1,6248,2023,1,7,14,5,1,6663.0,5084.5,4932.5
2023-01-07 15:00:00,22034.57,1,6391,2023,1,7,15,5,1,6499.0,5084.5,4932.5
2023-01-07 16:00:00,21825.95,1,6493,2023,1,7,16,5,1,6318.0,5084.5,4932.5
2023-01-07 17:00:00,20545.73,1,6580,2023,1,7,17,5,1,7178.0,5084.5,4932.5
2023-01-07 18:00:00,245504.9,1,6610,2023,1,7,18,5,1,7240.0,5084.5,4932.5
2023-01-07 19:00:00,20550.27,1,6702,2023,1,7,19,5,1,6955.0,5084.5,4932.5
2023-01-07 20:00:00,19582.49,1,5662,2023,1,7,20,5,1,5519.0,5084.5,4932.5
2023-01-07 21:00:00,19349.68,2,5739,2023,1,7,21,5,1,5744.0,5084.5,4932.5
2023-01-07 22:00:00,24771.09,2,6339,2023,1,7,22,5,1,5947.0,5084.5,4932.5
2023-01-07 23:00:00,22289.61,2,5603,2023,1,7,23,5,1,5426.0,5084.5,4932.5
2023-01-08 00:00:00,16729.43,1,5231,2023,1,8,0,6,1,4719.0,5336.0,4932.5
2023-01-08 01:00:00,11957.47,1,4307,2023,1,8,1,6,1,3900.0,5752.0,4932.5
2023-01-08 02:00:00,9435.77,1,3230,2023,1,8,2,6,1,2773.0,5097.0,4932.5
2023-01-08 03:00:00,6042.89,1,1971,2023,1,8,3,6,1,1685.0,3952.0,4932.5
2023-01-08 04:00:00,3997.16,1,1025,2023,1,8,4,6,1,827.0,2501.0,4932.5
2023-01-08 05:00:00,3499.34,1,490,2023,1,8,5,6,1,497.0,1097.0,4932.5
2023-01-08 06:00:00,5640.51,1,758,2023,1,8,6,6,1,814.0,908.0,4932.5
2023-01-08 07:00:00,6953.13,1,1145,2023,1,8,7,6,1,1436.0,1021.0,4932.5
2023-01-08 08:00:00,7364.41,1,1703,2023,1,8,8,6,1,2065.0,1147.0,4932.5
2023-01-08 09:00:00,9608.77,1,2569,2023,1,8,9,6,1,3165.0,1650.0,4932.5
2023-01-08 10:00:00,13545.1,1,3905,2023,1,8,10,6,1,4131.0,2698.0,4932.5
2023-01-08 11:00:00,13278.29,1,4459,2023,1,8,11,6,1,4923.0,3354.0,4932.5
2023-01-08 12:00:00,17434.9,1,5287,2023,1,8,12,6,1,5632.0,3828.0,4932.5
2023-01-08 13:00:00,19384.43,1,5487,2023,1,8,13,6,1,6102.0,3998.0,4932.5
2023-01-08 14:00:00,21581.68,1,5725,2023,1,8,14,6,1,6248.0,4252.0,4932.5
2023-01-08 15:00:00,22711.72,1,5539,2023,1,8,15,6,1,6391.0,4326.0,4932.5
2023-01-08 16:00:00,23465.46,1,5815,2023,1,8,16,6,1,6493.0,4253.0,4932.5
2023-01-08 17:00:00,22323.32,1,5360,2023,1,8,17,6,1,6580.0,4099.0,4932.5
2023-01-08 18:00:00,17523.17,1,4821,2023,1,8,18,6,1,6610.0,3720.0,4932.5
2023-01-08 19:00:00,18417.81,1,4252,2023,1,8,19,6,1,6702.0,3442.0,4932.5
2023-01-08 20:00:00,16818.54,1,3681,2023,1,8,20,6,1,5662.0,2901.0,4932.5
2023-01-08 21:00:00,18358.67,1,3610,2023,1,8,21,6,1,5739.0,2778.0,4932.5
2023-01-08 22:00:00,15157.76,1,2595,2023,1,8,22,6,1,6339.0,2607.0,4932.5
2023-01-08 23:00:00,14139.75,1,2091,2023,1,8,23,6,1,5603.0,2035.0,4932.5
2023-01-09 00:00:00,8338.55,1,1267,2023,1,9,0,0,0,5231.0,1280.0,4932.5
2023-01-09 01:00:00,2398.32,1,482,2023,1,9,1,0,0,4307.0,755.0,4932.5
2023-01-09 02:00:00,1121.98,1,295,2023,1,9,2,0,0,3230.0,433.0,4932.5
2023-01-09 03:00:00,1193.6,1,241,2023,1,9,3,0,0,1971.0,379.0,4932.5
2023-01-09 04:00:00,1490.77,1,267,2023,1,9,4,0,0,1025.0,371.0,4932.5
2023-01-09 05:00:00,2870.59,1,581,2023,1,9,5,0,0,490.0,394.0,4932.5
2023-01-09 06:00:00,7571.23,1,1730,2023,1,9,6,0,0,758.0,799.0,4932.5
2023-01-09 07:00:00,12882.82,1,3480,2023,1,9,7,0,0,1145.0,1176.0,4932.5
2023-01-09 08:00:00,13600.45,1,4488,2023,1,9,8,0,0,1703.0,1540.0,4932.5
2023-01-09 09:00:00,14073.89,1,4550,2023,1,9,9,0,0,2569.0,2325.0,4932.5
2023-01-09 10:00:00,14700.84,1,4422,2023,1,9,10,0,0,3905.0,3134.0,4932.5
2023-01-09 11:00:00,14562.44,1,4622,2023,1,9,11,0,0,4459.0,3671.0,4932.5
2023-01-09 12:00:00,16242.15,1,4930,2023,1,9,12,0,0,5287.0,4292.0,4932.5
2023-01-09 13:00:00,15890.49,1,4763,2023,1,9,13,0,0,5487.0,4816.0,4932.5
2023-01-09 14:00:00,20177.17,1,5516,2023,1,9,14,0,0,5725.0,5195.0,4932.5
2023-01-09 15:00:00,29209.02,1,5894,2023,1,9,15,0,0,5539.0,5286.0,4932.5
2023-01-09 16:00:00,20370.3,1,5710,2023,1,9,16,0,0,5815.0,5137.0,4932.5
2023-01-09 17:00:00,21916.54,1,6499,2023,1,9,17,0,0,5360.0,5075.0,4932.5
2023-01-09 18:00:00,20579.37,1,6334,2023,1,9,18,0,0,4821.0,4348.0,4932.5
2023-01-09 19:00:00,18576.16,1,5478,2023,1,9,19,0,0,4252.0,3915.0,4932.5
2023-01-09 20:00:00,16974.34,1,4513,2023,1,9,20,0,0,3681.0,3607.0,4932.5
2023-01-09 21:00:00,15645.05,1,4024,2023,1,9,21,0,0,3610.0,3268.0,4932.5
2023-01-09 22:00:00,13954.55,1,3240,2023,1,9,22,0,0,2595.0,2763.0,4932.5
2023-01-09 23:00:00,15640.07,1,2023,2023,1,9,23,0,0,2091.0,1818.0,4932.5
2023-01-10 00:00:00,5033.4,1,1045,2023,1,10,0,1,0,1267.0,1322.0,4932.5
2023-01-10 01:00:00,2681.23,1,496,2023,1,10,1,1,0,482.0,751.0,4932.5
2023-01-10 02:00:00,1005.27,1,261,2023,1,10,2,1,0,295.0,392.0,4932.5
2023-01-10 03:00:00,709.8,1,193,2023,1,10,3,1,0,241.0,288.0,4932.5
2023-01-10 04:00:00,1130.93,1,226,2023,1,10,4,1,0,267.0,255.0,4932.5
2023-01-10 05:00:00,2970.77,1,578,2023,1,10,5,1,0,581.0,656.0,4932.5
2023-01-10 06:00:00,6756.07,1,1760,2023,1,10,6,1,0,1730.0,1868.0,4932.5
2023-01-10 07:00:00,11454.56,1,3745,2023,1,10,7,1,0,3480.0,3342.0,4932.5
2023-01-10 08:00:00,12944.71,1,4855,2023,1,10,8,1,0,4488.0,4431.0,4932.5
2023-01-10 09:00:00,15146.72,1,5173,2023,1,10,9,1,0,4550.0,4545.0,4932.5
2023-01-10 10:00:00,14952.02,1,5146,2023,1,10,10,1,0,4422.0,5332.0,4932.5
2023-01-10 11:00:00,15079.3,1,5194,2023,1,10,11,1,0,4622.0,5422.0,4932.5
2023-01-10 12:00:00,15799.82,1,5609,2023,1,10,12,1,0,4930.0,5145.0,4932.5
2023-01-10 13:00:00,17559.74,1,5781,2023,1,10,13,1,0,4763.0,5302.0,4932.5
2023-01-10 14:00:00,21622.19,1,6517,2023,1,10,14,1,0,5516.0,5628.0,4932.5
2023-01-10 15:00:00,20312.71,1,6642,2023,1,10,15,1,0,5894.0,5760.0,4932.5
2023-01-10 16:00:00,20730.96,1,6294,2023,1,10,16,1,0,5710.0,5677.0,4932.5
2023-01-10 17:00:00,21211.94,1,7175,2023,1,10,17,1,0,6499.0,6016.0,4932.5
2023-01-10 18:00:00,20602.28,1,7604,2023,1,10,18,1,0,6334.0,5908.0,4932.5
2023-01-10 19:00:00,20918.04,1,6771,2023,1,10,19,1,0,5478.0,5037.0,4932.5
2023-01-10 20:00:00,18998.65,1,5943,2023,1,10,20,1,0,4513.0,3848.0,4932.5
2023-01-10 21:00:00,20255.43,1,5763,2023,1,10,21,1,0,4024.0,3673.0,4932.5
2023-01-10 22:00:00,15759.8,1,4441,2023,1,10,22,1,0,3240.0,2878.0,4932.5
2023-01-10 23:00:00,12399.52,1,2704,2023,1,10,23,1,0,2023.0,2307.0,4932.5
2023-01-11 00:00:00,6850.32,1,1496,2023,1,11,0,2,0,1045.0,1558.0,4932.5
2023-01-11 01:00:00,2893.94,1,726,2023,1,11,1,2,0,496.0,670.0,4932.5
2023-01-11 02:00:00,1281.27,1,328,2023,1,11,2,2,0,261.0,382.0,4932.5
2023-01-11 03:00:00,1049.91,1,240,2023,1,11,3,2,0,193.0,242.0,4932.5
2023-01-11 04:00:00,1523.69,1,276,2023,1,11,4,2,0,226.0,264.0,4932.5
2023-01-11 05:00:00,3151.07,1,596,2023,1,11,5,2,0,578.0,610.0,4932.5
2023-01-11 06:00:00,6890.41,1,1764,2023,1,11,6,2,0,1760.0,1602.0,4932.5
2023-01-11 07:00:00,11682.45,1,3745,2023,1,11,7,2,0,3745.0,3398.0,4932.5
2023-01-11 08:00:00,13790.49,1,5099,2023,1,11,8,2,0,4855.0,4387.0,4932.5
2023-01-11 09:00:00,12512.45,1,5052,2023,1,11,9,2,0,5173.0,4727.0,4932.5
2023-01-11 10:00:00,13238.02,1,5205,2023,1,11,10,2,0,5146.0,4764.0,4932.5
2023-01-11 11:00:00,13856.48,1,5372,2023,1,11,11,2,0,5194.0,4836.0,4932.5
2023-01-11 12:00:00,17318.14,1,5896,2023,1,11,12,2,0,5609.0,5222.0,4932.5
2023-01-11 13:00:00,17998.99,1,6011,2023,1,11,13,2,0,5781.0,5514.0,4932.5
2023-01-11 14:00:00,19891.58,1,6483,2023,1,11,14,2,0,6517.0,6047.0,4932.5
2023-01-11 15:00:00,20344.87,1,6862,2023,1,11,15,2,0,6642.0,6379.0,4932.5
2023-01-11 16:00:00,22822.23,1,6840,2023,1,11,16,2,0,6294.0,6996.0,4932.5
2023-01-11 17:00:00,24297.46,1,7697,2023,1,11,17,2,0,7175.0,6968.0,4932.5
2023-01-11 18:00:00,22249.76,1,8220,2023,1,11,18,2,0,7604.0,8130.0,4932.5
2023-01-11 19:00:00,21423.62,1,7063,2023,1,11,19,2,0,6771.0,6744.0,4932.5
2023-01-11 20:00:00,20736.15,1,6251,2023,1,11,20,2,0,5943.0,4652.0,4932.5
2023-01-11 21:00:00,20092.43,1,6193,2023,1,11,21,2,0,5763.0,4390.0,4932.5
2023-01-11 22:00:00,19285.46,1,5305,2023,1,11,22,2,0,4441.0,3769.0,4932.5
2023-01-11 23:00:00,14303.83,1,3398,2023,1,11,23,2,0,2704.0,2841.0,4932.5
2023-01-12 00:00:00,8717.79,1,1848,2023,1,12,0,3,0,1496.0,1736.0,4932.5
2023-01-12 01:00:00,3886.37,1,911,2023,1,12,1,3,0,726.0,800.0,4932.5
2023-01-12 02:00:00,2447.23,1,583,2023,1,12,2,3,0,328.0,490.0,4932.5
2023-01-12 03:00:00,1537.08,1,332,2023,1,12,3,3,0,240.0,318.0,4932.5
2023-01-12 04:00:00,2018.34,1,345,2023,1,12,4,3,0,276.0,314.0,4932.5
2023-01-12 05:00:00,3580.79,1,641,2023,1,12,5,3,0,596.0,575.0,4932.5
2023-01-12 06:00:00,7649.92,1,1953,2023,1,12,6,3,0,1764.0,1697.0,4932.5
2023-01-12 07:00:00,13204.0,1,4214,2023,1,12,7,3,0,3745.0,3553.0,4932.5
2023-01-12 08:00:00,91741.37,1,5519,2023,1,12,8,3,0,5099.0,4567.0,4932.5
2023-01-12 09:00:00,14985.07,1,5333,2023,1,12,9,3,0,5052.0,5087.0,4932.5
2023-01-12 10:00:00,15358.23,1,5203,2023,1,12,10,3,0,5205.0,5021.0,4932.5
